agency_cd site_no datetime tz_cd 151782_00062 151782_00062_cd
5s 15s 20d 6s 14n 10s
USGS 12452000 2019-10-14 20:15 PDT 1096.03 A
USGS 12452000 2019-10-14 20:30 PDT 1096.02 A
USGS 12452000 2019-10-14 20:45 PDT 1095.97 A
USGS 12452000 2019-10-14 21:00 PDT 1095.97 A
USGS 12452000 2019-10-14 21:15 PDT 1095.97 A
USGS 12452000 2019-10-14 21:30 PDT 1096.01 A
USGS 12452000 2019-10-14 21:45 PDT 1096.03 A
USGS 12452000 2019-10-14 22:00 PDT 1095.98 A
USGS 12452000 2019-10-14 22:15 PDT 1095.97 A
USGS 12452000 2019-10-14 22:30 PDT 1095.97 A
USGS 12452000 2019-10-14 22:45 PDT 1096.00 A
USGS 12452000 2019-10-14 23:00 PDT 1096.02 A
USGS 12452000 2019-10-14 23:15 PDT 1096.00 A
USGS 12452000 2019-10-14 23:30 PDT 1095.95 A
USGS 12452000 2019-10-14 23:45 PDT 1095.97 A
USGS 12452000 2019-10-15 00:00 PDT 1095.99 A
USGS 12452000 2019-10-15 00:15 PDT 1096.00 A
USGS 12452000 2019-10-15 00:30 PDT 1096.02 A
USGS 12452000 2019-10-15 00:45 PDT 1095.96 A
USGS 12452000 2019-10-15 01:00 PDT 1095.95 A
USGS 12452000 2019-10-15 01:15 PDT 1095.97 A
USGS 12452000 2019-10-15 01:30 PDT 1095.97 A
USGS 12452000 2019-10-15 01:45 PDT 1095.99 A
USGS 12452000 2019-10-15 02:00 PDT 1095.99 A
USGS 12452000 2019-10-15 02:15 PDT 1095.92 A
USGS 12452000 2019-10-15 02:30 PDT 1095.96 A
USGS 12452000 2019-10-15 02:45 PDT 1095.99 A
USGS 12452000 2019-10-15 03:00 PDT 1095.98 A
USGS 12452000 2019-10-15 03:15 PDT 1095.98 A
USGS 12452000 2019-10-15 03:30 PDT 1095.93 A
USGS 12452000 2019-10-15 03:45 PDT 1095.90 A
USGS 12452000 2019-10-15 04:00 PDT 1095.96 A
USGS 12452000 2019-10-15 04:15 PDT 1095.96 A
USGS 12452000 2019-10-15 04:30 PDT 1095.97 A
USGS 12452000 2019-10-15 04:45 PDT 1095.97 A
USGS 12452000 2019-10-15 05:00 PDT 1095.91 A
USGS 12452000 2019-10-15 05:15 PDT 1095.92 A
USGS 12452000 2019-10-15 05:30 PDT 1095.94 A
USGS 12452000 2019-10-15 05:45 PDT 1095.94 A
USGS 12452000 2019-10-15 06:00 PDT 1095.95 A
USGS 12452000 2019-10-15 06:15 PDT 1095.93 A
USGS 12452000 2019-10-15 06:30 PDT 1095.89 A
USGS 12452000 2019-10-15 06:45 PDT 1095.94 A
USGS 12452000 2019-10-15 07:00 PDT 1095.96 A
USGS 12452000 2019-10-15 07:15 PDT 1095.95 A
USGS 12452000 2019-10-15 07:30 PDT 1095.94 A
USGS 12452000 2019-10-15 07:45 PDT 1095.88 A
USGS 12452000 2019-10-15 08:00 PDT 1095.93 A
USGS 12452000 2019-10-15 08:15 PDT 1095.95 A
USGS 12452000 2019-10-15 08:30 PDT 1095.96 A
USGS 12452000 2019-10-15 08:45 PDT 1095.90 A
USGS 12452000 2019-10-15 09:00 PDT 1095.93 A
USGS 12452000 2019-10-15 09:15 PDT 1095.89 A
USGS 12452000 2019-10-15 09:30 PDT 1095.94 A
USGS 12452000 2019-10-15 09:45 PDT 1095.96 A
USGS 12452000 2019-10-15 10:00 PDT 1095.92 A
USGS 12452000 2019-10-15 10:15 PDT 1095.93 A
USGS 12452000 2019-10-15 10:30 PDT 1095.88 A
USGS 12452000 2019-10-15 10:45 PDT 1095.93 A
USGS 12452000 2019-10-15 11:00 PDT 1095.95 A
USGS 12452000 2019-10-15 11:15 PDT 1095.94 A
USGS 12452000 2019-10-15 11:30 PDT 1095.91 A
USGS 12452000 2019-10-15 11:45 PDT 1095.91 A
USGS 12452000 2019-10-15 12:00 PDT 1095.91 A
USGS 12452000 2019-10-15 12:15 PDT 1095.92 A
USGS 12452000 2019-10-15 12:30 PDT 1095.96 A
USGS 12452000 2019-10-15 12:45 PDT 1095.87 A
USGS 12452000 2019-10-15 13:00 PDT 1095.92 A
USGS 12452000 2019-10-15 13:15 PDT 1095.89 A
USGS 12452000 2019-10-15 13:30 PDT 1095.91 A
USGS 12452000 2019-10-15 13:45 PDT 1095.94 A
USGS 12452000 2019-10-15 14:00 PDT 1095.89 A
USGS 12452000 2019-10-15 14:15 PDT 1095.90 A
USGS 12452000 2019-10-15 14:30 PDT 1095.89 A
USGS 12452000 2019-10-15 14:45 PDT 1095.91 A
USGS 12452000 2019-10-15 15:00 PDT 1095.89 A
USGS 12452000 2019-10-15 15:15 PDT 1095.94 A
USGS 12452000 2019-10-15 15:30 PDT 1095.88 A
USGS 12452000 2019-10-15 15:45 PDT 1095.88 A
USGS 12452000 2019-10-15 16:00 PDT 1095.92 A
USGS 12452000 2019-10-15 16:15 PDT 1095.88 A
USGS 12452000 2019-10-15 16:30 PDT 1095.93 A
USGS 12452000 2019-10-15 16:45 PDT 1095.89 A
USGS 12452000 2019-10-15 17:00 PDT 1095.87 A
USGS 12452000 2019-10-15 17:15 PDT 1095.87 A
USGS 12452000 2019-10-15 17:30 PDT 1095.91 A
USGS 12452000 2019-10-15 17:45 PDT 1095.89 A
USGS 12452000 2019-10-15 18:00 PDT 1095.89 A
USGS 12452000 2019-10-15 18:15 PDT 1095.85 A
USGS 12452000 2019-10-15 18:30 PDT 1095.83 A
USGS 12452000 2019-10-15 18:45 PDT 1095.91 A
USGS 12452000 2019-10-15 19:00 PDT 1095.86 A
USGS 12452000 2019-10-15 19:15 PDT 1095.91 A
USGS 12452000 2019-10-15 19:30 PDT 1095.88 A
USGS 12452000 2019-10-15 19:45 PDT 1095.87 A
USGS 12452000 2019-10-15 20:00 PDT 1095.89 A
USGS 12452000 2019-10-15 20:15 PDT 1095.91 A
USGS 12452000 2019-10-15 20:30 PDT 1095.89 A
USGS 12452000 2019-10-15 20:45 PDT 1095.88 A
USGS 12452000 2019-10-15 21:00 PDT 1095.87 A
USGS 12452000 2019-10-15 21:15 PDT 1095.85 A
USGS 12452000 2019-10-15 21:30 PDT 1095.91 A
USGS 12452000 2019-10-15 21:45 PDT 1095.88 A
USGS 12452000 2019-10-15 22:00 PDT 1095.85 A
USGS 12452000 2019-10-15 22:15 PDT 1095.85 A
USGS 12452000 2019-10-15 22:30 PDT 1095.83 A
USGS 12452000 2019-10-15 22:45 PDT 1095.90 A
USGS 12452000 2019-10-15 23:00 PDT 1095.91 A
USGS 12452000 2019-10-15 23:15 PDT 1095.86 A
USGS 12452000 2019-10-15 23:30 PDT 1095.84 A
USGS 12452000 2019-10-15 23:45 PDT 1095.87 A
USGS 12452000 2019-10-16 00:00 PDT 1095.86 A
USGS 12452000 2019-10-16 00:15 PDT 1095.91 A
USGS 12452000 2019-10-16 00:30 PDT 1095.86 A
USGS 12452000 2019-10-16 00:45 PDT 1095.81 A
USGS 12452000 2019-10-16 01:00 PDT 1095.85 A
USGS 12452000 2019-10-16 01:15 PDT 1095.84 A
USGS 12452000 2019-10-16 01:30 PDT 1095.87 A
USGS 12452000 2019-10-16 01:45 PDT 1095.86 A
USGS 12452000 2019-10-16 02:00 PDT 1095.81 A
USGS 12452000 2019-10-16 02:15 PDT 1095.81 A
USGS 12452000 2019-10-16 02:30 PDT 1095.86 A
USGS 12452000 2019-10-16 02:45 PDT 1095.88 A
USGS 12452000 2019-10-16 03:00 PDT 1095.85 A
USGS 12452000 2019-10-16 03:15 PDT 1095.82 A
USGS 12452000 2019-10-16 03:30 PDT 1095.77 A
USGS 12452000 2019-10-16 03:45 PDT 1095.86 A
USGS 12452000 2019-10-16 04:00 PDT 1095.86 A
USGS 12452000 2019-10-16 04:15 PDT 1095.83 A
USGS 12452000 2019-10-16 04:30 PDT 1095.80 A
USGS 12452000 2019-10-16 04:45 PDT 1095.79 A
USGS 12452000 2019-10-16 05:00 PDT 1095.85 A
USGS 12452000 2019-10-16 05:15 PDT 1095.86 A
USGS 12452000 2019-10-16 05:30 PDT 1095.86 A
USGS 12452000 2019-10-16 05:45 PDT 1095.80 A
USGS 12452000 2019-10-16 06:00 PDT 1095.83 A
USGS 12452000 2019-10-16 06:15 PDT 1095.76 A
USGS 12452000 2019-10-16 06:30 PDT 1095.81 A
USGS 12452000 2019-10-16 06:45 PDT 1095.81 A
USGS 12452000 2019-10-16 07:00 PDT 1095.83 A
USGS 12452000 2019-10-16 07:15 PDT 1095.82 A
USGS 12452000 2019-10-16 07:30 PDT 1095.76 A
USGS 12452000 2019-10-16 07:45 PDT 1095.86 A
USGS 12452000 2019-10-16 08:00 PDT 1095.79 A
USGS 12452000 2019-10-16 08:15 PDT 1095.82 A
USGS 12452000 2019-10-16 08:30 PDT 1095.79 A
USGS 12452000 2019-10-16 08:45 PDT 1095.82 A
USGS 12452000 2019-10-16 09:00 PDT 1095.80 A
USGS 12452000 2019-10-16 09:15 PDT 1095.84 A
USGS 12452000 2019-10-16 09:30 PDT 1095.85 A
USGS 12452000 2019-10-16 09:45 PDT 1095.76 A
USGS 12452000 2019-10-16 10:00 PDT 1095.86 A
USGS 12452000 2019-10-16 10:15 PDT 1095.76 A
USGS 12452000 2019-10-16 10:30 PDT 1095.83 A
USGS 12452000 2019-10-16 10:45 PDT 1095.73 A
USGS 12452000 2019-10-16 11:00 PDT 1095.77 A
USGS 12452000 2019-10-16 11:15 PDT 1095.77 A
USGS 12452000 2019-10-16 11:30 PDT 1095.81 A
USGS 12452000 2019-10-16 11:45 PDT 1095.84 A
USGS 12452000 2019-10-16 12:00 PDT 1095.79 A
USGS 12452000 2019-10-16 12:15 PDT 1095.81 A
USGS 12452000 2019-10-16 12:30 PDT 1095.73 A
USGS 12452000 2019-10-16 12:45 PDT 1095.87 A
USGS 12452000 2019-10-16 13:00 PDT 1095.84 A
USGS 12452000 2019-10-16 13:15 PDT 1095.84 A
USGS 12452000 2019-10-16 13:30 PDT 1095.78 A
USGS 12452000 2019-10-16 13:45 PDT 1095.71 A
USGS 12452000 2019-10-16 14:00 PDT 1095.78 A
USGS 12452000 2019-10-16 14:15 PDT 1095.80 A
USGS 12452000 2019-10-16 14:30 PDT 1095.81 A
USGS 12452000 2019-10-16 14:45 PDT 1095.69 A
USGS 12452000 2019-10-16 15:00 PDT 1095.75 A
USGS 12452000 2019-10-16 15:15 PDT 1095.73 A
USGS 12452000 2019-10-16 15:30 PDT 1095.84 A
USGS 12452000 2019-10-16 15:45 PDT 1095.84 A
USGS 12452000 2019-10-16 16:00 PDT 1095.75 A
USGS 12452000 2019-10-16 16:15 PDT 1095.77 A
USGS 12452000 2019-10-16 16:30 PDT 1095.73 A
USGS 12452000 2019-10-16 16:45 PDT 1095.85 A
USGS 12452000 2019-10-16 17:00 PDT 1095.79 A
USGS 12452000 2019-10-16 17:15 PDT 1095.77 A
USGS 12452000 2019-10-16 17:30 PDT 1095.71 A
USGS 12452000 2019-10-16 17:45 PDT 1095.75 A
USGS 12452000 2019-10-16 18:00 PDT 1095.79 A
USGS 12452000 2019-10-16 18:15 PDT 1095.76 A
USGS 12452000 2019-10-16 18:30 PDT 1095.78 A
USGS 12452000 2019-10-16 18:45 PDT 1095.68 A
USGS 12452000 2019-10-16 19:00 PDT 1095.75 A
USGS 12452000 2019-10-16 19:15 PDT 1095.75 A
USGS 12452000 2019-10-16 19:30 PDT 1095.82 A
USGS 12452000 2019-10-16 19:45 PDT 1095.78 A
USGS 12452000 2019-10-16 20:00 PDT 1095.73 A
USGS 12452000 2019-10-16 20:15 PDT 1095.71 A
USGS 12452000 2019-10-16 20:30 PDT 1095.75 A
USGS 12452000 2019-10-16 20:45 PDT 1095.83 A
USGS 12452000 2019-10-16 21:00 PDT 1095.77 A
USGS 12452000 2019-10-16 21:15 PDT 1095.75 A
USGS 12452000 2019-10-16 21:30 PDT 1095.71 A
USGS 12452000 2019-10-16 21:45 PDT 1095.72 A
USGS 12452000 2019-10-16 22:00 PDT 1095.78 A
USGS 12452000 2019-10-16 22:15 PDT 1095.83 A
USGS 12452000 2019-10-16 22:30 PDT 1095.76 A
USGS 12452000 2019-10-16 22:45 PDT 1095.78 A
USGS 12452000 2019-10-16 23:00 PDT 1095.76 A
USGS 12452000 2019-10-16 23:15 PDT 1095.79 A
USGS 12452000 2019-10-16 23:30 PDT 1095.79 A
USGS 12452000 2019-10-16 23:45 PDT 1095.83 A
USGS 12452000 2019-10-17 00:00 PDT 1095.75 A
USGS 12452000 2019-10-17 00:15 PDT 1095.75 A
USGS 12452000 2019-10-17 00:30 PDT 1095.70 A
USGS 12452000 2019-10-17 00:45 PDT 1095.74 A
USGS 12452000 2019-10-17 01:00 PDT 1095.83 A
USGS 12452000 2019-10-17 01:15 PDT 1095.72 A
USGS 12452000 2019-10-17 01:30 PDT 1095.71 A
USGS 12452000 2019-10-17 01:45 PDT 1095.70 A
USGS 12452000 2019-10-17 02:00 PDT 1095.76 A
USGS 12452000 2019-10-17 02:15 PDT 1095.78 A
USGS 12452000 2019-10-17 02:30 PDT 1095.80 A
USGS 12452000 2019-10-17 02:45 PDT 1095.73 A
USGS 12452000 2019-10-17 03:00 PDT 1095.72 A
USGS 12452000 2019-10-17 03:15 PDT 1095.74 A
USGS 12452000 2019-10-17 03:30 PDT 1095.74 A
USGS 12452000 2019-10-17 03:45 PDT 1095.80 A
USGS 12452000 2019-10-17 04:00 PDT 1095.72 A
USGS 12452000 2019-10-17 04:15 PDT 1095.71 A
USGS 12452000 2019-10-17 04:30 PDT 1095.66 A
USGS 12452000 2019-10-17 04:45 PDT 1095.70 A
USGS 12452000 2019-10-17 05:00 PDT 1095.76 A
USGS 12452000 2019-10-17 05:15 PDT 1095.76 A
USGS 12452000 2019-10-17 05:30 PDT 1095.72 A
USGS 12452000 2019-10-17 05:45 PDT 1095.70 A
USGS 12452000 2019-10-17 06:00 PDT 1095.74 A
USGS 12452000 2019-10-17 06:15 PDT 1095.73 A
USGS 12452000 2019-10-17 06:30 PDT 1095.80 A
USGS 12452000 2019-10-17 06:45 PDT 1095.72 A
USGS 12452000 2019-10-17 07:00 PDT 1095.69 A
USGS 12452000 2019-10-17 07:15 PDT 1095.70 A
USGS 12452000 2019-10-17 07:30 PDT 1095.73 A
USGS 12452000 2019-10-17 07:45 PDT 1095.76 A
USGS 12452000 2019-10-17 08:00 PDT 1095.70 A
USGS 12452000 2019-10-17 08:15 PDT 1095.69 A
USGS 12452000 2019-10-17 08:30 PDT 1095.66 A
USGS 12452000 2019-10-17 08:45 PDT 1095.75 A
USGS 12452000 2019-10-17 09:00 PDT 1095.72 A
USGS 12452000 2019-10-17 09:15 PDT 1095.76 A
USGS 12452000 2019-10-17 09:30 PDT 1095.71 A
USGS 12452000 2019-10-17 09:45 PDT 1095.69 A
USGS 12452000 2019-10-17 10:00 PDT 1095.76 A
USGS 12452000 2019-10-17 10:15 PDT 1095.73 A
USGS 12452000 2019-10-17 10:30 PDT 1095.77 A
USGS 12452000 2019-10-17 10:45 PDT 1095.70 A
USGS 12452000 2019-10-17 11:00 PDT 1095.68 A
USGS 12452000 2019-10-17 11:15 PDT 1095.66 A
USGS 12452000 2019-10-17 11:30 PDT 1095.72 A
USGS 12452000 2019-10-17 11:45 PDT 1095.72 A
USGS 12452000 2019-10-17 12:00 PDT 1095.69 A
USGS 12452000 2019-10-17 12:15 PDT 1095.69 A
USGS 12452000 2019-10-17 12:30 PDT 1095.65 A
USGS 12452000 2019-10-17 12:45 PDT 1095.72 A
USGS 12452000 2019-10-17 13:00 PDT 1095.70 A
USGS 12452000 2019-10-17 13:15 PDT 1095.72 A
USGS 12452000 2019-10-17 13:30 PDT 1095.69 A
USGS 12452000 2019-10-17 13:45 PDT 1095.68 A
USGS 12452000 2019-10-17 14:00 PDT 1095.69 A
USGS 12452000 2019-10-17 14:15 PDT 1095.70 A
USGS 12452000 2019-10-17 14:30 PDT 1095.70 A
USGS 12452000 2019-10-17 14:45 PDT 1095.66 A
USGS 12452000 2019-10-17 15:00 PDT 1095.68 A
USGS 12452000 2019-10-17 15:15 PDT 1095.64 A
USGS 12452000 2019-10-17 15:30 PDT 1095.68 A
USGS 12452000 2019-10-17 15:45 PDT 1095.66 A
USGS 12452000 2019-10-17 16:00 PDT 1095.68 A
USGS 12452000 2019-10-17 16:15 PDT 1095.68 A
USGS 12452000 2019-10-17 16:30 PDT 1095.67 A
USGS 12452000 2019-10-17 16:45 PDT 1095.69 A
USGS 12452000 2019-10-17 17:00 PDT 1095.67 A
USGS 12452000 2019-10-17 17:15 PDT 1095.68 A
USGS 12452000 2019-10-17 17:30 PDT 1095.65 A
USGS 12452000 2019-10-17 17:45 PDT 1095.70 A
USGS 12452000 2019-10-17 18:00 PDT 1095.67 A
USGS 12452000 2019-10-17 18:15 PDT 1095.68 A
USGS 12452000 2019-10-17 18:30 PDT 1095.65 A
USGS 12452000 2019-10-17 18:45 PDT 1095.61 A
USGS 12452000 2019-10-17 19:00 PDT 1095.68 A
USGS 12452000 2019-10-17 19:15 PDT 1095.65 A
USGS 12452000 2019-10-17 19:30 PDT 1095.69 A
USGS 12452000 2019-10-17 19:45 PDT 1095.64 A
USGS 12452000 2019-10-17 20:00 PDT 1095.65 A
USGS 12452000 2019-10-17 20:15 PDT 1095.64 A
USGS 12452000 2019-10-17 20:30 PDT 1095.67 A
USGS 12452000 2019-10-17 20:45 PDT 1095.70 A
USGS 12452000 2019-10-17 21:00 PDT 1095.65 A
USGS 12452000 2019-10-17 21:15 PDT 1095.66 A
USGS 12452000 2019-10-17 21:30 PDT 1095.57 A
USGS 12452000 2019-10-17 21:45 PDT 1095.68 A
USGS 12452000 2019-10-17 22:00 PDT 1095.66 A
USGS 12452000 2019-10-17 22:15 PDT 1095.66 A
USGS 12452000 2019-10-17 22:30 PDT 1095.65 A
USGS 12452000 2019-10-17 22:45 PDT 1095.59 A
USGS 12452000 2019-10-17 23:00 PDT 1095.68 A
USGS 12452000 2019-10-17 23:15 PDT 1095.64 A
USGS 12452000 2019-10-17 23:30 PDT 1095.68 A
USGS 12452000 2019-10-17 23:45 PDT 1095.67 A
USGS 12452000 2019-10-18 00:00 PDT 1095.69 A
USGS 12452000 2019-10-18 00:15 PDT 1095.67 A
USGS 12452000 2019-10-18 00:30 PDT 1095.72 A
USGS 12452000 2019-10-18 00:45 PDT 1095.79 A
USGS 12452000 2019-10-18 01:00 PDT 1095.68 A
USGS 12452000 2019-10-18 01:15 PDT 1095.73 A
USGS 12452000 2019-10-18 01:30 PDT 1095.66 A
USGS 12452000 2019-10-18 01:45 PDT 1095.72 A
USGS 12452000 2019-10-18 02:00 PDT 1095.75 A
USGS 12452000 2019-10-18 02:15 PDT 1095.71 A
USGS 12452000 2019-10-18 02:30 PDT 1095.67 A
USGS 12452000 2019-10-18 02:45 PDT 1095.68 A
USGS 12452000 2019-10-18 03:00 PDT 1095.71 A
USGS 12452000 2019-10-18 03:15 PDT 1095.70 A
USGS 12452000 2019-10-18 03:30 PDT 1095.75 A
USGS 12452000 2019-10-18 03:45 PDT 1095.63 A
USGS 12452000 2019-10-18 04:00 PDT 1095.61 A
USGS 12452000 2019-10-18 04:15 PDT 1095.63 A
USGS 12452000 2019-10-18 04:30 PDT 1095.68 A
USGS 12452000 2019-10-18 04:45 PDT 1095.74 A
USGS 12452000 2019-10-18 05:00 PDT 1095.64 A
USGS 12452000 2019-10-18 05:15 PDT 1095.61 A
USGS 12452000 2019-10-18 05:30 PDT 1095.62 A
USGS 12452000 2019-10-18 05:45 PDT 1095.70 A
USGS 12452000 2019-10-18 06:00 PDT 1095.69 A
USGS 12452000 2019-10-18 06:15 PDT 1095.69 A
USGS 12452000 2019-10-18 06:30 PDT 1095.61 A
USGS 12452000 2019-10-18 06:45 PDT 1095.60 A
USGS 12452000 2019-10-18 07:00 PDT 1095.68 A
USGS 12452000 2019-10-18 07:15 PDT 1095.64 A
USGS 12452000 2019-10-18 07:30 PDT 1095.69 A
USGS 12452000 2019-10-18 07:45 PDT 1095.60 A
USGS 12452000 2019-10-18 08:00 PDT 1095.60 A
USGS 12452000 2019-10-18 08:15 PDT 1095.62 A
USGS 12452000 2019-10-18 08:30 PDT 1095.66 A
USGS 12452000 2019-10-18 08:45 PDT 1095.68 A
USGS 12452000 2019-10-18 09:00 PDT 1095.61 A
USGS 12452000 2019-10-18 09:15 PDT 1095.57 A
USGS 12452000 2019-10-18 09:30 PDT 1095.61 A
USGS 12452000 2019-10-18 09:45 PDT 1095.68 A
USGS 12452000 2019-10-18 10:00 PDT 1095.64 A
USGS 12452000 2019-10-18 10:15 PDT 1095.65 A
USGS 12452000 2019-10-18 10:30 PDT 1095.58 A
USGS 12452000 2019-10-18 10:45 PDT 1095.59 A
USGS 12452000 2019-10-18 11:00 PDT 1095.66 A
USGS 12452000 2019-10-18 11:15 PDT 1095.65 A
USGS 12452000 2019-10-18 11:30 PDT 1095.62 A
USGS 12452000 2019-10-18 11:45 PDT 1095.58 A
USGS 12452000 2019-10-18 12:00 PDT 1095.58 A
USGS 12452000 2019-10-18 12:15 PDT 1095.60 A
USGS 12452000 2019-10-18 12:30 PDT 1095.64 A
USGS 12452000 2019-10-18 12:45 PDT 1095.60 A
USGS 12452000 2019-10-18 13:00 PDT 1095.59 A
USGS 12452000 2019-10-18 13:15 PDT 1095.57 A
USGS 12452000 2019-10-18 13:30 PDT 1095.59 A
USGS 12452000 2019-10-18 13:45 PDT 1095.65 A
USGS 12452000 2019-10-18 14:00 PDT 1095.59 A
USGS 12452000 2019-10-18 14:15 PDT 1095.59 A
USGS 12452000 2019-10-18 14:30 PDT 1095.58 A
USGS 12452000 2019-10-18 14:45 PDT 1095.59 A
USGS 12452000 2019-10-18 15:00 PDT 1095.65 A
USGS 12452000 2019-10-18 15:15 PDT 1095.64 A
USGS 12452000 2019-10-18 15:30 PDT 1095.58 A
USGS 12452000 2019-10-18 15:45 PDT 1095.57 A
USGS 12452000 2019-10-18 16:00 PDT 1095.60 A
USGS 12452000 2019-10-18 16:15 PDT 1095.59 A
USGS 12452000 2019-10-18 16:30 PDT 1095.64 A
USGS 12452000 2019-10-18 16:45 PDT 1095.58 A
USGS 12452000 2019-10-18 17:00 PDT 1095.56 A
USGS 12452000 2019-10-18 17:15 PDT 1095.58 A
USGS 12452000 2019-10-18 17:30 PDT 1095.59 A
USGS 12452000 2019-10-18 17:45 PDT 1095.62 A
USGS 12452000 2019-10-18 18:00 PDT 1095.60 A
USGS 12452000 2019-10-18 18:15 PDT 1095.56 A
USGS 12452000 2019-10-18 18:30 PDT 1095.55 A
USGS 12452000 2019-10-18 18:45 PDT 1095.60 A
USGS 12452000 2019-10-18 19:00 PDT 1095.59 A
USGS 12452000 2019-10-18 19:15 PDT 1095.61 A
USGS 12452000 2019-10-18 19:30 PDT 1095.56 A
USGS 12452000 2019-10-18 19:45 PDT 1095.53 A
USGS 12452000 2019-10-18 20:00 PDT 1095.60 A
USGS 12452000 2019-10-18 20:15 PDT 1095.60 A
USGS 12452000 2019-10-18 20:30 PDT 1095.61 A
USGS 12452000 2019-10-18 20:45 PDT 1095.57 A
USGS 12452000 2019-10-18 21:00 PDT 1095.55 A
USGS 12452000 2019-10-18 21:15 PDT 1095.58 A
USGS 12452000 2019-10-18 21:30 PDT 1095.61 A
USGS 12452000 2019-10-18 21:45 PDT 1095.60 A
USGS 12452000 2019-10-18 22:00 PDT 1095.58 A
USGS 12452000 2019-10-18 22:15 PDT 1095.56 A
USGS 12452000 2019-10-18 22:30 PDT 1095.53 A
USGS 12452000 2019-10-18 22:45 PDT 1095.60 A
USGS 12452000 2019-10-18 23:00 PDT 1095.59 A
USGS 12452000 2019-10-18 23:15 PDT 1095.58 A
USGS 12452000 2019-10-18 23:30 PDT 1095.58 A
USGS 12452000 2019-10-18 23:45 PDT 1095.53 A
USGS 12452000 2019-10-19 00:00 PDT 1095.58 A
USGS 12452000 2019-10-19 00:15 PDT 1095.58 A
USGS 12452000 2019-10-19 00:30 PDT 1095.57 A
USGS 12452000 2019-10-19 00:45 PDT 1095.55 A
USGS 12452000 2019-10-19 01:00 PDT 1095.57 A
USGS 12452000 2019-10-19 01:15 PDT 1095.57 A
USGS 12452000 2019-10-19 01:30 PDT 1095.58 A
USGS 12452000 2019-10-19 01:45 PDT 1095.56 A
USGS 12452000 2019-10-19 02:00 PDT 1095.53 A
USGS 12452000 2019-10-19 02:15 PDT 1095.55 A
USGS 12452000 2019-10-19 02:30 PDT 1095.54 A
USGS 12452000 2019-10-19 02:45 PDT 1095.58 A
USGS 12452000 2019-10-19 03:00 PDT 1095.57 A
USGS 12452000 2019-10-19 03:15 PDT 1095.54 A
USGS 12452000 2019-10-19 03:30 PDT 1095.52 A
USGS 12452000 2019-10-19 03:45 PDT 1095.57 A
USGS 12452000 2019-10-19 04:00 PDT 1095.55 A
USGS 12452000 2019-10-19 04:15 PDT 1095.55 A
USGS 12452000 2019-10-19 04:30 PDT 1095.54 A
USGS 12452000 2019-10-19 04:45 PDT 1095.49 A
USGS 12452000 2019-10-19 05:00 PDT 1095.56 A
USGS 12452000 2019-10-19 05:15 PDT 1095.56 A
USGS 12452000 2019-10-19 05:30 PDT 1095.53 A
USGS 12452000 2019-10-19 05:45 PDT 1095.51 A
USGS 12452000 2019-10-19 06:00 PDT 1095.50 A
USGS 12452000 2019-10-19 06:15 PDT 1095.50 A
USGS 12452000 2019-10-19 06:30 PDT 1095.56 A
USGS 12452000 2019-10-19 06:45 PDT 1095.54 A
USGS 12452000 2019-10-19 07:00 PDT 1095.50 A
USGS 12452000 2019-10-19 07:15 PDT 1095.52 A
USGS 12452000 2019-10-19 07:30 PDT 1095.49 A
USGS 12452000 2019-10-19 07:45 PDT 1095.55 A
USGS 12452000 2019-10-19 08:00 PDT 1095.55 A
USGS 12452000 2019-10-19 08:15 PDT 1095.51 A
USGS 12452000 2019-10-19 08:30 PDT 1095.49 A
USGS 12452000 2019-10-19 08:45 PDT 1095.50 A
USGS 12452000 2019-10-19 09:00 PDT 1095.52 A
USGS 12452000 2019-10-19 09:15 PDT 1095.55 A
USGS 12452000 2019-10-19 09:30 PDT 1095.53 A
USGS 12452000 2019-10-19 09:45 PDT 1095.47 A
USGS 12452000 2019-10-19 10:00 PDT 1095.50 A
USGS 12452000 2019-10-19 10:15 PDT 1095.49 A
USGS 12452000 2019-10-19 10:30 PDT 1095.53 A
USGS 12452000 2019-10-19 10:45 PDT 1095.52 A
USGS 12452000 2019-10-19 11:00 PDT 1095.48 A
USGS 12452000 2019-10-19 11:15 PDT 1095.48 A
USGS 12452000 2019-10-19 11:30 PDT 1095.50 A
USGS 12452000 2019-10-19 11:45 PDT 1095.51 A
USGS 12452000 2019-10-19 12:00 PDT 1095.51 A
USGS 12452000 2019-10-19 12:15 PDT 1095.49 A
USGS 12452000 2019-10-19 12:30 PDT 1095.45 A
USGS 12452000 2019-10-19 12:45 PDT 1095.49 A
USGS 12452000 2019-10-19 13:00 PDT 1095.50 A
USGS 12452000 2019-10-19 13:15 PDT 1095.50 A
USGS 12452000 2019-10-19 13:30 PDT 1095.49 A
USGS 12452000 2019-10-19 13:45 PDT 1095.45 A
USGS 12452000 2019-10-19 14:00 PDT 1095.47 A
USGS 12452000 2019-10-19 14:15 PDT 1095.49 A
USGS 12452000 2019-10-19 14:30 PDT 1095.49 A
USGS 12452000 2019-10-19 14:45 PDT 1095.48 A
USGS 12452000 2019-10-19 15:00 PDT 1095.46 A
USGS 12452000 2019-10-19 15:15 PDT 1095.46 A
USGS 12452000 2019-10-19 15:30 PDT 1095.48 A
USGS 12452000 2019-10-19 15:45 PDT 1095.50 A
USGS 12452000 2019-10-19 16:00 PDT 1095.48 A
USGS 12452000 2019-10-19 16:15 PDT 1095.48 A
